timestamp,latitude,longitude
2.47389,42.28521,-71.84245
2.49083,42.27359,-71.82657
2.50778,42.27975,-71.78239
2.52472,42.27974,-71.78240
2.54167,42.27973,-71.78251
2.55861,42.27973,-71.78251
2.57556,42.27974,-71.78247
2.59250,42.27596,-71.78829
2.60944,42.27596,-71.78829
2.62639,42.27597,-71.78828
2.64333,42.27104,-71.80542
2.66028,42.27084,-71.80479
2.67722,42.27103,-71.80559
2.69417,42.27041,-71.81980
2.71111,42.27041,-71.81980
2.72806,42.26943,-71.82235
2.74500,42.26944,-71.82233
2.76194,42.26943,-71.82231
2.77889,42.26944,-71.82233
2.79583,42.26944,-71.82233
2.81278,42.26961,-71.82469
2.82972,42.26970,-71.82526
2.84667,42.26972,-71.82516
2.86361,42.27752,-71.82437
2.88056,42.27710,-71.81582
2.89750,42.27361,-71.82414
2.91444,42.27200,-71.81262
2.93139,42.27204,-71.81139
2.94833,42.27204,-71.81139
2.96528,42.27204,-71.81139
2.98222,42.27186,-71.82100
2.99917,42.27186,-71.82100
3.01611,42.27186,-71.82097
3.03306,42.27186,-71.82094
3.05000,42.27361,-71.82693
3.06694,NaN,NaN
3.08389,42.27361,-71.82693
3.10083,42.28068,-71.83651
3.11778,42.28068,-71.83651
3.13472,42.27631,-71.82840
3.15167,42.27361,-71.82693
3.16861,42.27736,-71.80529
3.18556,42.27657,-71.83155
3.20250,42.27668,-71.80878
3.21944,42.27930,-71.81021
3.23639,42.27492,-71.82896
3.25333,NaN,NaN
3.27028,NaN,NaN
3.28722,NaN,NaN
3.30417,NaN,NaN
3.32111,NaN,NaN
3.33806,42.27497,-71.80454
3.35500,42.27361,-71.82576
3.37194,NaN,NaN
3.38889,42.27408,-71.82882
3.40583,NaN,NaN
3.42278,NaN,NaN
3.43972,NaN,NaN
3.45667,42.27457,-71.81212
3.47361,42.27457,-71.81212
3.49056,42.27361,-71.82602
3.50750,42.27361,-71.82595
3.52444,42.27361,-71.82602
3.54139,42.27361,-71.82602
3.55833,42.27361,-71.82602
3.57528,42.28294,-71.77735
3.59222,42.27361,-71.82693
3.60917,42.27947,-71.78279
3.62611,42.27947,-71.78279
3.64306,42.27321,-71.78706
3.66000,42.27314,-71.78591
3.67694,42.27321,-71.78706
3.69389,42.27317,-71.78693
3.71083,42.27317,-71.78693
3.72778,42.27008,-71.79724
3.74472,42.27006,-71.79718
3.76167,42.26978,-71.79603
3.77861,42.26978,-71.79603
3.79556,42.27071,-71.80710
3.81250,42.27071,-71.80710
3.82944,42.27166,-71.81296
3.84639,42.27171,-71.81297
3.86333,42.27178,-71.81299
3.88028,42.27182,-71.81301
3.89722,42.27378,-71.81731
3.91417,42.27394,-71.82935
3.93111,42.27503,-71.81073
3.94806,42.27112,-71.80283
3.96500,42.27650,-71.82908
3.98194,42.28295,-71.83609
3.99889,42.28194,-71.83414
4.01583,42.28295,-71.83605
4.03278,42.27361,-71.81430
4.04972,42.27957,-71.81399
4.06667,42.27469,-71.80941
4.08361,42.26973,-71.81877
4.10056,42.26973,-71.81877
4.11750,42.27361,-71.81864
4.13444,42.27361,-71.82071
4.15139,42.27605,-71.83013
4.16833,42.27361,-71.82686
4.18528,42.27361,-71.81857
4.20222,42.27361,-71.81812
4.21917,42.27280,-71.81989
4.23611,42.27361,-71.79197
4.25306,42.27478,-71.80661
4.27000,42.28268,-71.81563
4.28694,42.28276,-71.81480
4.30389,42.28276,-71.81480
4.32083,42.27171,-71.81152
4.33778,42.27171,-71.81152
4.35472,42.27802,-71.78525
4.37167,42.27802,-71.78525
4.38861,42.27562,-71.82353
4.40556,42.27793,-71.78523
4.42250,42.27586,-71.78847
4.43944,42.27586,-71.78854
4.45639,42.27586,-71.78844
4.47333,42.27134,-71.79109
4.49028,42.27136,-71.79122
4.50722,42.27139,-71.79143
4.52417,42.27139,-71.79143
4.54111,42.27050,-71.80318
4.55806,42.27036,-71.80215
4.57500,42.27065,-71.80399
4.59194,42.27022,-71.80930
4.60889,42.27022,-71.80927
4.62583,42.27064,-71.81369
4.64278,42.27064,-71.81369
4.65972,42.27036,-71.81526
4.67667,42.27067,-71.81590
4.69361,42.27084,-71.81663
4.71056,42.27084,-71.81653
4.72750,42.27490,-71.82107
4.74444,42.27497,-71.82201
4.76139,42.27611,-71.80725
4.77833,42.27611,-71.80725
4.79528,42.27361,-71.82693
4.81222,42.27361,-71.82693
4.82917,42.27712,-71.81271
4.84611,42.27772,-71.80925
4.86306,NaN,NaN
4.88000,NaN,NaN
4.89694,NaN,NaN
4.91389,NaN,NaN
4.93083,42.27361,-71.81805
4.94778,42.27361,-71.82693
4.96472,NaN,NaN
4.98167,NaN,NaN
4.99861,42.27660,-71.81254
5.01556,42.27660,-71.81254
5.03250,42.27660,-71.81254
5.04944,42.27660,-71.81254
5.06639,42.27724,-71.80551
5.08333,NaN,NaN
5.10028,42.27341,-71.81364
5.11722,42.27737,-71.82543
5.13417,42.27737,-71.82543
