timestamp,latitude,longitude,altitude
0,42.27396,-71.7137,1734.4
0.2,42.27396,-71.7138,1734.4
0.4,42.27395,-71.71389,1734.4
0.6,42.27395,-71.71398,1734.4
0.8,42.27394,-71.71407,1734.4
1,42.27394,-71.71416,1734.4
1.2,42.27393,-71.71424,1734.4
1.4,42.27393,-71.71432,1734.4
1.6,42.27392,-71.71441,1734.4
1.8,42.27392,-71.71451,1734.4
2,42.27392,-71.7146,1734.4
2.2,42.27391,-71.71469,1734.4
2.4,42.27391,-71.71478,1734.4
2.6,42.2739,-71.71486,1734.4
2.8,42.2739,-71.71495,1734.4
3,42.27389,-71.71503,1734.4
3.2,42.27389,-71.71512,1734.3
3.4,42.27389,-71.71522,1734.3
3.6,42.27388,-71.71531,1734.3
3.8,42.27388,-71.7154,1734.3
4,42.27387,-71.71548,1734.3
4.2,42.27387,-71.71557,1734.3
4.4,42.27387,-71.71566,1734.3
4.6,42.27386,-71.71574,1734.3
4.8,42.27386,-71.71583,1734.3
5,42.27385,-71.71593,1734.3
5.2,42.27385,-71.71602,1734.3
5.4,42.27385,-71.7161,1734.3
5.6,42.27384,-71.71619,1734.3
5.8,42.27384,-71.71628,1734.3
6,42.27384,-71.71637,1734.3
6.2,42.27383,-71.71645,1734.3
6.4,42.27383,-71.71654,1734.3
6.6,42.27382,-71.71664,1734.4
6.8,42.27382,-71.71672,1734.4
7,42.27382,-71.71681,1734.4
7.2,42.27381,-71.7169,1734.4
7.4,42.27381,-71.71699,1734.4
7.6,42.27381,-71.71708,1734.4
7.8,42.2738,-71.71716,1734.4
8,42.2738,-71.71725,1734.4
8.2,42.2738,-71.71735,1734.4
8.4,42.27379,-71.71743,1734.4
8.6,42.27379,-71.71752,1734.4
8.8,42.27379,-71.71761,1734.4
9,42.27378,-71.7177,1734.4
9.2,42.27378,-71.71779,1734.4
9.4,42.27378,-71.71787,1734.4
9.6,42.27377,-71.71795,1734.4
9.8,42.27377,-71.71806,1734.4
10,42.27377,-71.71814,1734.4
10.2,42.27376,-71.71823,1734.4
10.4,42.27376,-71.71832,1734.4
10.6,42.27376,-71.71841,1734.4
10.8,42.27375,-71.7185,1734.4
11,42.27375,-71.71858,1734.4
11.2,42.27375,-71.71866,1734.4
11.4,42.27374,-71.71877,1734.4
11.6,42.27374,-71.71885,1734.4
11.8,42.27374,-71.71894,1734.4
12,42.27374,-71.71903,1734.4
12.2,42.27373,-71.71912,1734.4
12.4,42.27373,-71.71921,1734.4
12.6,42.27373,-71.71929,1734.4
12.8,42.27372,-71.71938,1734.4
13,42.27372,-71.71948,1734.4
13.2,42.27372,-71.71956,1734.4
13.4,42.27372,-71.71965,1734.4
13.6,42.27371,-71.71974,1734.4
13.8,42.27371,-71.71983,1734.4
14,42.27371,-71.71992,1734.4
14.2,42.2737,-71.72,1734.4
14.4,42.2737,-71.72009,1734.4
14.6,42.2737,-71.72019,1734.5
14.8,42.2737,-71.72027,1734.5
15,42.27369,-71.72036,1734.4
15.2,42.27369,-71.72045,1734.5
15.4,42.27369,-71.72054,1734.5
15.6,42.27368,-71.72063,1734.5
15.8,42.27368,-71.72071,1734.5
16,42.27368,-71.7208,1734.5
16.2,42.27368,-71.7209,1734.5
16.4,42.27367,-71.72099,1734.5
16.6,42.27367,-71.72107,1734.5
16.8,42.27367,-71.72116,1734.5
17,42.27367,-71.72125,1734.5
17.2,42.27366,-71.72134,1734.5
17.4,42.27366,-71.72142,1734.5
17.6,42.27366,-71.72151,1734.5
17.8,42.27366,-71.72161,1734.5
18,42.27365,-71.7217,1734.5
18.2,42.27365,-71.72178,1734.5
18.4,42.27365,-71.72187,1734.5
18.6,42.27365,-71.72196,1734.5
18.8,42.27364,-71.72205,1734.5
19,42.27364,-71.72213,1734.5
19.2,42.27364,-71.72222,1734.5
19.4,42.27364,-71.72232,1734.5
19.6,42.27363,-71.72241,1734.5
19.8,42.27363,-71.72249,1734.5
20,42.27363,-71.72258,1734.5
20.2,42.27363,-71.72267,1734.5
20.4,42.27362,-71.72276,1734.4
20.6,42.27362,-71.72284,1734.5
20.8,42.27362,-71.72293,1734.4
21,42.27362,-71.72303,1734.4
21.2,42.27361,-71.72312,1734.4
21.4,42.27361,-71.72321,1734.4
21.6,42.27361,-71.72329,1734.4
21.8,42.27361,-71.72338,1734.4
22,42.2736,-71.72347,1734.4
22.2,42.2736,-71.72355,1734.4
22.4,42.2736,-71.72364,1734.4
22.6,42.2736,-71.72374,1734.4
22.8,42.2736,-71.72383,1734.4
23,42.27359,-71.72392,1734.4
23.2,42.27359,-71.724,1734.4
23.4,42.27359,-71.72409,1734.4
23.6,42.27359,-71.72418,1734.4
23.8,42.27358,-71.72426,1734.4
24,42.27358,-71.72435,1734.4
24.2,42.27358,-71.72445,1734.4
24.4,42.27358,-71.72454,1734.4
24.6,42.27358,-71.72463,1734.4
24.8,42.27357,-71.72471,1734.4
25,42.27357,-71.7248,1734.4
25.2,42.27357,-71.72489,1734.3
25.4,42.27357,-71.72497,1734.3
25.6,42.27357,-71.72506,1734.3
25.8,42.27356,-71.72516,1734.3
26,42.27356,-71.72525,1734.3
26.2,42.27356,-71.72534,1734.3
26.4,42.27356,-71.72543,1734.3
26.6,42.27356,-71.72551,1734.3
26.8,42.27355,-71.7256,1734.3
27,42.27355,-71.72568,1734.3
27.2,42.27355,-71.72577,1734.3
27.4,42.27355,-71.72587,1734.3
27.6,42.27355,-71.72596,1734.3
27.8,42.27354,-71.72605,1734.3
28,42.27354,-71.72614,1734.3
28.2,42.27354,-71.72623,1734.3
28.4,42.27354,-71.72632,1734.2
28.6,42.27354,-71.72639,1734.2
28.8,42.27354,-71.72648,1734.2
29,42.27353,-71.72658,1734.2
29.2,42.27353,-71.72667,1734.2
29.4,42.27353,-71.72676,1734.2
29.6,42.27353,-71.72685,1734.2
29.8,42.27353,-71.72694,1734.2
30,42.27353,-71.72703,1734.2
30.2,42.27352,-71.72711,1734.2
30.4,42.27352,-71.72719,1734.2
30.6,42.27352,-71.7273,1734.2
30.8,42.27352,-71.72738,1734.2
31,42.27352,-71.72747,1734.2
31.2,42.27352,-71.72756,1734.2
31.4,42.27352,-71.72765,1734.1
31.6,42.27351,-71.72774,1734.1
31.8,42.27351,-71.72782,1734.1
32,42.27351,-71.72791,1734.1
32.2,42.27351,-71.72801,1734.1
32.4,42.27351,-71.7281,1734.1
32.6,42.27351,-71.72819,1734.1
32.8,42.2735,-71.72827,1734.1
33,42.2735,-71.72836,1734.1
33.2,42.2735,-71.72845,1734.1
33.4,42.2735,-71.72853,1734.1
33.6,42.2735,-71.72862,1734.1
33.8,42.2735,-71.72872,1734.1
34,42.2735,-71.72881,1734.1
34.2,42.2735,-71.7289,1734.1
34.4,42.27349,-71.72899,1734.1
34.6,42.27349,-71.72908,1734.1
34.8,42.27349,-71.72916,1734.1
35,42.27349,-71.72924,1734.1
35.2,42.27349,-71.72933,1734.1
35.4,42.27349,-71.72943,1734.1
35.6,42.27349,-71.72952,1734.1
35.8,42.27349,-71.72961,1734.1
36,42.27348,-71.7297,1734.1
36.2,42.27348,-71.72979,1734.1
36.4,42.27348,-71.72988,1734
36.6,42.27348,-71.72996,1734
36.8,42.27348,-71.73004,1734
37,42.27348,-71.73015,1734
37.2,42.27348,-71.73023,1734
37.4,42.27348,-71.73032,1734
37.6,42.27348,-71.73041,1734
37.8,42.27348,-71.7305,1734
38,42.27347,-71.73059,1734
38.2,42.27347,-71.73067,1734
38.4,42.27347,-71.73076,1734
38.6,42.27347,-71.73086,1734
38.8,42.27347,-71.73095,1734
39,42.27347,-71.73104,1734
39.2,42.27347,-71.73113,1734
39.4,42.27347,-71.73121,1734
39.6,42.27347,-71.7313,1734
39.8,42.27347,-71.73138,1733.9
40,42.27346,-71.73147,1733.9
40.2,42.27346,-71.73157,1733.9
40.4,42.27346,-71.73166,1733.9
40.6,42.27346,-71.73175,1733.9
40.8,42.27346,-71.73184,1733.9
41,42.27346,-71.73193,1733.9
41.2,42.27346,-71.73202,1733.9
41.4,42.27346,-71.73209,1733.9
41.6,42.27346,-71.73218,1733.9
41.8,42.27346,-71.73228,1733.9
42,42.27346,-71.73237,1733.9
42.2,42.27346,-71.73246,1733.9
42.4,42.27345,-71.73255,1733.8
42.6,42.27345,-71.73264,1733.8
42.8,42.27345,-71.73273,1733.8
43,42.27345,-71.73281,1733.8
43.2,42.27345,-71.73289,1733.8
43.4,42.27345,-71.733,1733.8
43.6,42.27345,-71.73309,1733.8
43.8,42.27345,-71.73317,1733.8
44,42.27345,-71.73326,1733.8
44.2,42.27345,-71.73335,1733.8
44.4,42.27345,-71.73344,1733.8
44.6,42.27345,-71.73352,1733.8
44.8,42.27345,-71.73361,1733.8
45,42.27345,-71.73371,1733.7
45.2,42.27344,-71.7338,1733.7
45.4,42.27344,-71.73389,1733.7
45.6,42.27344,-71.73398,1733.7
45.8,42.27344,-71.73406,1733.7
46,42.27344,-71.73415,1733.7
46.2,42.27344,-71.73423,1733.7
46.4,42.27344,-71.73432,1733.7
46.6,42.27344,-71.73442,1733.7
46.8,42.27344,-71.73451,1733.7
47,42.27344,-71.7346,1733.7
47.2,42.27344,-71.73469,1733.7
47.4,42.27344,-71.73478,1733.7
47.6,42.27344,-71.73487,1733.7
47.8,42.27344,-71.73494,1733.7
48,42.27344,-71.73503,1733.6
48.2,42.27344,-71.73513,1733.6
48.4,42.27344,-71.73522,1733.6
48.6,42.27344,-71.73531,1733.6
48.8,42.27344,-71.7354,1733.6
49,42.27344,-71.73549,1733.6
49.2,42.27344,-71.73558,1733.6
49.4,42.27344,-71.73566,1733.6
49.6,42.27344,-71.73575,1733.6
49.8,42.27344,-71.73585,1733.6
50,42.27344,-71.73594,1733.6
50.2,42.27344,-71.73603,1733.6
50.4,42.27344,-71.73611,1733.5
50.6,42.27344,-71.7362,1733.5
50.8,42.27344,-71.73629,1733.5
51,42.27343,-71.73637,1733.5
51.2,42.27343,-71.73646,1733.5
51.4,42.27343,-71.73656,1733.5
51.6,42.27343,-71.73665,1733.5
51.8,42.27343,-71.73674,1733.5
52,42.27343,-71.73683,1733.5
52.2,42.27343,-71.73692,1733.5
52.4,42.27343,-71.737,1733.5
52.6,42.27343,-71.73708,1733.5
52.8,42.27343,-71.73717,1733.5
53,42.27343,-71.73727,1733.5
53.2,42.27343,-71.73736,1733.4
53.4,42.27343,-71.73745,1733.4
53.6,42.27343,-71.73754,1733.4
53.8,42.27343,-71.73763,1733.4
54,42.27343,-71.73772,1733.4
54.2,42.27343,-71.7378,1733.4
54.4,42.27343,-71.73788,1733.4
54.6,42.27343,-71.73799,1733.4
54.8,42.27343,-71.73807,1733.4
55,42.27344,-71.73816,1733.4
55.2,42.27344,-71.73825,1733.4
55.4,42.27344,-71.73834,1733.4
55.6,42.27344,-71.73843,1733.4
55.8,42.27344,-71.73851,1733.4
56,42.27344,-71.7386,1733.4
56.2,42.27344,-71.7387,1733.4
56.4,42.27344,-71.73879,1733.3
56.6,42.27344,-71.73888,1733.3
56.8,42.27344,-71.73896,1733.3
57,42.27344,-71.73905,1733.3
57.2,42.27344,-71.73914,1733.3
57.4,42.27344,-71.73922,1733.3
57.6,42.27344,-71.73931,1733.3
57.8,42.27344,-71.73941,1733.3
58,42.27344,-71.7395,1733.3
58.2,42.27344,-71.73959,1733.3
58.4,42.27344,-71.73968,1733.3
58.6,42.27344,-71.73977,1733.3
58.8,42.27344,-71.73985,1733.3
59,42.27344,-71.73993,1733.2
59.2,42.27344,-71.74002,1733.2
59.4,42.27344,-71.74012,1733.2
59.6,42.27344,-71.74021,1733.2
59.8,42.27344,-71.7403,1733.2
60,42.27344,-71.74039,1733.2
60.2,42.27344,-71.74048,1733.2
60.4,42.27344,-71.74057,1733.2
60.6,42.27344,-71.74065,1733.2
60.8,42.27344,-71.74073,1733.2
61,42.27345,-71.74084,1733.2
61.2,42.27345,-71.74092,1733.2
61.4,42.27345,-71.74101,1733.2
61.6,42.27345,-71.7411,1733.2
61.8,42.27345,-71.74119,1733.2
62,42.27345,-71.74128,1733.1
62.2,42.27345,-71.74136,1733.1
62.4,42.27345,-71.74145,1733.1
62.6,42.27345,-71.74155,1733.1
62.8,42.27345,-71.74164,1733.1
63,42.27345,-71.74173,1733.1
63.2,42.27345,-71.74181,1733.1
63.4,42.27345,-71.7419,1733.1
63.6,42.27345,-71.74199,1733.1
63.8,42.27345,-71.74207,1733.1
64,42.27345,-71.74216,1733.1
64.2,42.27345,-71.74226,1733.1
64.4,42.27345,-71.74235,1733.1
64.6,42.27346,-71.74244,1733.1
64.8,42.27346,-71.74253,1733
65,42.27346,-71.74261,1733
65.2,42.27346,-71.7427,1733
65.4,42.27346,-71.74278,1733
65.6,42.27346,-71.74287,1733
65.8,42.27346,-71.74297,1733
66,42.27346,-71.74306,1733
66.2,42.27346,-71.74315,1733
66.4,42.27346,-71.74324,1733
66.6,42.27346,-71.74333,1733
66.8,42.27346,-71.74342,1733
67,42.27346,-71.74349,1733
67.2,42.27346,-71.74358,1733
67.4,42.27347,-71.74368,1733
67.6,42.27347,-71.74377,1732.9
67.8,42.27347,-71.74386,1732.9
68,42.27347,-71.74395,1732.9
68.2,42.27347,-71.74404,1732.9
68.4,42.27347,-71.74413,1732.9
68.6,42.27347,-71.74421,1732.9
68.8,42.27347,-71.74429,1732.9
69,42.27347,-71.74439,1732.9
69.2,42.27347,-71.74448,1732.9
69.4,42.27347,-71.74457,1732.9
69.6,42.27347,-71.74466,1732.9
69.8,42.27347,-71.74475,1732.9
70,42.27348,-71.74484,1732.9
70.2,42.27348,-71.74492,1732.9
70.4,42.27348,-71.74501,1732.9
70.6,42.27348,-71.74511,1732.9
70.8,42.27348,-71.74519,1732.9
71,42.27348,-71.74528,1732.9
71.2,42.27348,-71.74537,1732.9
71.4,42.27348,-71.74546,1732.8
71.6,42.27348,-71.74555,1732.8
71.8,42.27348,-71.74563,1732.8
72,42.27348,-71.74572,1732.8
72.2,42.27349,-71.74582,1732.8
72.4,42.27349,-71.7459,1732.8
72.6,42.27349,-71.74599,1732.8
72.8,42.27349,-71.74608,1732.8
73,42.27349,-71.74617,1732.8
73.2,42.27349,-71.74626,1732.8
73.4,42.27349,-71.74634,1732.8
73.6,42.27349,-71.74643,1732.8
73.8,42.27349,-71.74653,1732.8
74,42.27349,-71.74662,1732.8
74.2,42.2735,-71.7467,1732.8
74.4,42.2735,-71.74679,1732.8
74.6,42.2735,-71.74688,1732.8
74.8,42.2735,-71.74697,1732.7
75,42.2735,-71.74705,1732.7
75.2,42.2735,-71.74714,1732.7
75.4,42.2735,-71.74724,1732.7
75.6,42.2735,-71.74733,1732.7
75.8,42.2735,-71.74742,1732.7
76,42.27351,-71.7475,1732.7
76.2,42.27351,-71.74759,1732.7
76.4,42.27351,-71.74768,1732.7
76.6,42.27351,-71.74776,1732.7
76.8,42.27351,-71.74785,1732.7
77,42.27351,-71.74795,1732.7
77.2,42.27351,-71.74804,1732.7
77.4,42.27351,-71.74813,1732.7
77.6,42.27352,-71.74821,1732.7
77.8,42.27352,-71.7483,1732.7
78,42.27352,-71.74839,1732.7
78.2,42.27352,-71.74847,1732.7
78.4,42.27352,-71.74856,1732.7
78.6,42.27352,-71.74866,1732.6
78.8,42.27352,-71.74875,1732.6
79,42.27352,-71.74884,1732.6
