timestamp,latitude,longitude,altitude
0,42.27301,-71.79662,1588.1
0.2,42.27302,-71.79662,1587.2
0.4,42.27303,-71.79662,1586.3
0.6,42.27304,-71.79662,1585.4
0.8,42.27304,-71.79662,1584.5
1,42.27305,-71.79661,1583.7
1.2,42.27306,-71.79661,1582.8
1.4,42.27306,-71.79661,1581.9
1.6,42.27307,-71.79661,1581.2
1.8,42.27308,-71.7966,1580.4
2,42.27308,-71.7966,1579.5
2.2,42.27309,-71.79659,1578.6
2.4,42.2731,-71.79659,1577.7
2.6,42.27311,-71.79659,1576.9
2.8,42.27311,-71.79658,1576.1
3,42.27312,-71.79658,1575.2
3.2,42.27313,-71.79658,1574.5
3.4,42.27314,-71.79657,1573.7
3.6,42.27314,-71.79657,1572.8
3.8,42.27315,-71.79656,1572
4,42.27316,-71.79656,1571.1
4.2,42.27317,-71.79656,1570.4
4.4,42.27318,-71.79656,1569.5
4.6,42.27319,-71.79655,1568.7
4.8,42.27319,-71.79655,1568
5,42.2732,-71.79655,1567.2
5.2,42.27321,-71.79655,1566.3
5.4,42.27322,-71.79655,1565.4
5.6,42.27323,-71.79655,1564.6
5.8,42.27324,-71.79655,1563.8
6,42.27325,-71.79655,1562.9
6.2,42.27326,-71.79655,1562
6.4,42.27327,-71.79655,1561.1
6.6,42.27327,-71.79655,1560.3
6.8,42.27328,-71.79655,1559.5
7,42.27329,-71.79655,1558.7
7.2,42.2733,-71.79655,1557.8
7.4,42.27331,-71.79655,1557.1
7.6,42.27331,-71.79654,1556.3
7.8,42.27332,-71.79654,1555.4
8,42.27333,-71.79654,1554.5
8.2,42.27334,-71.79654,1553.7
8.4,42.27335,-71.79654,1552.9
8.6,42.27336,-71.79653,1552.1
8.8,42.27336,-71.79653,1551.2
9,42.27337,-71.79653,1550.5
9.2,42.27338,-71.79653,1549.6
9.4,42.27339,-71.79652,1548.7
9.6,42.27339,-71.79652,1547.9
9.8,42.2734,-71.79651,1547
10,42.27341,-71.79651,1546.2
10.2,42.27342,-71.7965,1545.3
10.4,42.27343,-71.7965,1544.4
10.6,42.27344,-71.79649,1543.5
10.8,42.27344,-71.79648,1542.6
11,42.27345,-71.79648,1541.8
11.2,42.27346,-71.79647,1540.9
11.4,42.27347,-71.79647,1540
11.6,42.27348,-71.79646,1539.3
11.8,42.27348,-71.79646,1538.5
12,42.27349,-71.79645,1537.5
12.2,42.2735,-71.79645,1536.7
12.4,42.27351,-71.79644,1535.8
12.6,42.27352,-71.79644,1535
12.8,42.27353,-71.79643,1534.2
13,42.27354,-71.79643,1533.3
13.2,42.27354,-71.79642,1532.7
13.4,42.27355,-71.79642,1531.8
13.6,42.27356,-71.79642,1531
13.8,42.27357,-71.79641,1530.1
14,42.27358,-71.79641,1529.3
14.2,42.27359,-71.79641,1528.5
14.4,42.2736,-71.79641,1527.7
14.6,42.27361,-71.7964,1526.8
14.8,42.27362,-71.7964,1526.1
15,42.27363,-71.7964,1525.3
15.2,42.27364,-71.7964,1524.4
15.4,42.27365,-71.7964,1523.6
15.6,42.27366,-71.79639,1522.7
15.8,42.27366,-71.79639,1522
16,42.27367,-71.79639,1521.1
16.2,42.27368,-71.79639,1520.3
16.4,42.27369,-71.79638,1519.4
16.6,42.2737,-71.79638,1518.6
16.8,42.27371,-71.79638,1517.8
17,42.27371,-71.79637,1516.9
17.2,42.27372,-71.79637,1516.1
17.4,42.27373,-71.79637,1515.4
17.6,42.27373,-71.79636,1514.5
17.8,42.27374,-71.79636,1513.6
18,42.27375,-71.79635,1512.8
18.2,42.27375,-71.79635,1511.9
18.4,42.27376,-71.79634,1511.1
18.6,42.27377,-71.79634,1510.2
18.8,42.27377,-71.79633,1509.3
19,42.27378,-71.79633,1508.7
19.2,42.27378,-71.79632,1507.8
19.4,42.27379,-71.79631,1506.9
19.6,42.2738,-71.79631,1506.1
19.8,42.2738,-71.7963,1505.2
20,42.27381,-71.79629,1504.5
20.2,42.27382,-71.79629,1503.6
20.4,42.27382,-71.79628,1502.7
20.6,42.27383,-71.79628,1501.8
20.8,42.27384,-71.79627,1501
21,42.27385,-71.79626,1500.2
21.2,42.27385,-71.79626,1499.4
