timestamp,latitude,longitude,altitude
0,42.27328,-71.70696,1739.5
0.2,42.27327,-71.70704,1739.5
0.4,42.27326,-71.70713,1739.5
0.6,42.27326,-71.70721,1739.5
0.8,42.27325,-71.70731,1739.5
1,42.27324,-71.7074,1739.5
1.2,42.27323,-71.70749,1739.5
1.4,42.27323,-71.70757,1739.5
1.6,42.27322,-71.70766,1739.5
1.8,42.27321,-71.70776,1739.5
2,42.27321,-71.70785,1739.6
2.2,42.2732,-71.70794,1739.6
2.4,42.27319,-71.70803,1739.6
2.6,42.27318,-71.70812,1739.6
2.8,42.27318,-71.70821,1739.6
3,42.27317,-71.70829,1739.6
3.2,42.27317,-71.70838,1739.6
3.4,42.27316,-71.70847,1739.6
3.6,42.27315,-71.70856,1739.6
3.8,42.27315,-71.70865,1739.6
4,42.27314,-71.70874,1739.6
4.2,42.27313,-71.70883,1739.6
4.4,42.27313,-71.70893,1739.6
4.6,42.27312,-71.70902,1739.6
4.8,42.27311,-71.70911,1739.6
5,42.27311,-71.7092,1739.7
5.2,42.2731,-71.70929,1739.7
5.4,42.27309,-71.70938,1739.7
5.6,42.27309,-71.70946,1739.7
5.8,42.27308,-71.70955,1739.7
6,42.27308,-71.70964,1739.7
6.2,42.27307,-71.70973,1739.7
6.4,42.27306,-71.70982,1739.7
6.6,42.27306,-71.70991,1739.7
6.8,42.27305,-71.71,1739.7
7,42.27305,-71.7101,1739.8
7.2,42.27304,-71.71019,1739.8
7.4,42.27304,-71.71028,1739.8
7.6,42.27303,-71.71037,1739.8
7.8,42.27302,-71.71046,1739.8
8,42.27302,-71.71055,1739.8
8.2,42.27301,-71.71063,1739.8
8.4,42.27301,-71.71072,1739.8
8.6,42.273,-71.71081,1739.8
8.8,42.273,-71.7109,1739.8
9,42.27299,-71.71099,1739.8
9.2,42.27299,-71.71108,1739.9
9.4,42.27298,-71.71117,1739.9
9.6,42.27297,-71.71127,1739.9
9.8,42.27297,-71.71136,1739.9
10,42.27296,-71.71145,1739.9
10.2,42.27296,-71.71154,1739.9
10.4,42.27295,-71.71163,1739.9
10.6,42.27295,-71.71172,1739.9
10.8,42.27294,-71.7118,1739.9
11,42.27294,-71.71189,1739.9
11.2,42.27293,-71.71199,1739.9
11.4,42.27293,-71.71208,1739.9
11.6,42.27292,-71.71217,1739.9
11.8,42.27292,-71.71225,1739.9
12,42.27291,-71.71234,1739.9
12.2,42.27291,-71.71244,1739.9
12.4,42.2729,-71.71253,1739.9
12.6,42.2729,-71.71262,1739.9
12.8,42.27289,-71.71271,1739.9
13,42.27289,-71.7128,1739.9
13.2,42.27288,-71.7129,1739.9
13.4,42.27288,-71.71299,1739.9
13.6,42.27287,-71.71308,1739.9
13.8,42.27287,-71.71318,1739.9
14,42.27286,-71.71327,1739.9
14.2,42.27286,-71.71336,1739.9
14.4,42.27286,-71.71344,1739.9
14.6,42.27285,-71.71353,1739.9
14.8,42.27285,-71.71363,1739.9
15,42.27284,-71.71372,1739.9
15.2,42.27284,-71.71381,1739.9
15.4,42.27283,-71.7139,1739.9
15.6,42.27283,-71.71399,1739.9
15.8,42.27283,-71.71409,1739.9
16,42.27282,-71.71418,1739.9
16.2,42.27282,-71.71427,1739.9
16.4,42.27281,-71.71436,1739.9
16.6,42.27281,-71.71445,1739.9
16.8,42.2728,-71.71454,1739.9
17,42.2728,-71.71462,1739.9
17.2,42.2728,-71.71471,1739.9
17.4,42.27279,-71.71481,1739.9
17.6,42.27279,-71.7149,1739.9
17.8,42.27278,-71.71499,1739.9
18,42.27278,-71.71508,1739.9
18.2,42.27278,-71.71517,1739.9
18.4,42.27277,-71.71527,1739.9
18.6,42.27277,-71.71536,1739.9
18.8,42.27276,-71.71545,1739.9
19,42.27276,-71.71554,1739.9
19.2,42.27276,-71.71563,1739.9
19.4,42.27275,-71.71572,1739.9
19.6,42.27275,-71.71581,1739.9
19.8,42.27275,-71.7159,1739.9
20,42.27274,-71.71599,1739.9
20.2,42.27274,-71.71608,1739.9
20.4,42.27273,-71.71617,1739.9
20.6,42.27273,-71.71626,1739.9
20.8,42.27273,-71.71635,1739.9
21,42.27272,-71.71645,1739.9
21.2,42.27272,-71.71654,1739.9
21.4,42.27272,-71.71663,1739.9
21.6,42.27271,-71.71672,1739.8
21.8,42.27271,-71.71681,1739.8
22,42.27271,-71.71691,1739.8
22.2,42.2727,-71.71699,1739.8
22.4,42.2727,-71.71708,1739.8
22.6,42.2727,-71.71718,1739.8
22.8,42.27269,-71.71727,1739.8
23,42.27269,-71.71736,1739.8
23.2,42.27269,-71.71745,1739.8
23.4,42.27269,-71.71754,1739.8
23.6,42.27268,-71.71764,1739.8
23.8,42.27268,-71.71773,1739.8
24,42.27268,-71.71782,1739.8
24.2,42.27267,-71.71791,1739.8
24.4,42.27267,-71.718,1739.8
24.6,42.27267,-71.71809,1739.8
24.8,42.27266,-71.71817,1739.8
25,42.27266,-71.71826,1739.8
25.2,42.27266,-71.71836,1739.8
25.4,42.27265,-71.71845,1739.8
25.6,42.27265,-71.71854,1739.8
25.8,42.27265,-71.71863,1739.8
26,42.27265,-71.71872,1739.8
26.2,42.27264,-71.71882,1739.8
26.4,42.27264,-71.71891,1739.8
26.6,42.27264,-71.719,1739.8
26.8,42.27263,-71.71909,1739.8
27,42.27263,-71.71918,1739.8
27.2,42.27263,-71.71927,1739.8
27.4,42.27263,-71.71936,1739.8
27.6,42.27262,-71.71945,1739.8
27.8,42.27262,-71.71955,1739.9
28,42.27262,-71.71964,1739.9
28.2,42.27261,-71.71973,1739.9
28.4,42.27261,-71.71982,1739.9
28.6,42.27261,-71.71991,1739.9
28.8,42.27261,-71.72,1739.9
29,42.2726,-71.7201,1739.9
29.2,42.2726,-71.72019,1739.9
29.4,42.2726,-71.72028,1739.9
29.6,42.27259,-71.72037,1739.9
29.8,42.27259,-71.72046,1739.9
30,42.27259,-71.72054,1740
30.2,42.27259,-71.72063,1740
30.4,42.27258,-71.72073,1740
30.6,42.27258,-71.72082,1740
30.8,42.27258,-71.72091,1740
31,42.27257,-71.721,1740.1
31.2,42.27257,-71.72109,1740.1
31.4,42.27257,-71.72119,1740.1
31.6,42.27257,-71.72128,1740.1
31.8,42.27256,-71.72137,1740.1
32,42.27256,-71.72146,1740.2
32.2,42.27256,-71.72155,1740.2
32.4,42.27256,-71.72164,1740.2
32.6,42.27255,-71.72173,1740.2
32.8,42.27255,-71.72182,1740.2
33,42.27255,-71.72191,1740.3
33.2,42.27255,-71.722,1740.3
33.4,42.27254,-71.72209,1740.3
33.6,42.27254,-71.72218,1740.3
33.8,42.27254,-71.72227,1740.3
34,42.27254,-71.72237,1740.3
34.2,42.27253,-71.72246,1740.3
34.4,42.27253,-71.72255,1740.3
34.6,42.27253,-71.72264,1740.3
34.8,42.27253,-71.72273,1740.3
