timestamp,latitude,longitude,altitude
0,42.27365,-71.79677,1534.6
0.2,42.27366,-71.79677,1533.9
0.4,42.27366,-71.79676,1533.1
0.6,42.27367,-71.79675,1532.5
0.8,42.27368,-71.79674,1531.7
1,42.27368,-71.79674,1530.9
1.2,42.27369,-71.79673,1530.2
1.4,42.2737,-71.79672,1529.4
1.6,42.27371,-71.79671,1528.8
1.8,42.27371,-71.79671,1528
2,42.27372,-71.7967,1527.3
2.2,42.27373,-71.79669,1526.7
2.4,42.27373,-71.79669,1525.9
2.6,42.27374,-71.79668,1525.1
2.8,42.27375,-71.79667,1524.4
3,42.27375,-71.79666,1523.6
3.2,42.27376,-71.79666,1523
3.4,42.27377,-71.79665,1522.2
3.6,42.27378,-71.79664,1521.4
3.8,42.27378,-71.79664,1520.8
4,42.27379,-71.79663,1520.1
4.2,42.2738,-71.79663,1519.3
4.4,42.27381,-71.79662,1518.6
4.6,42.27381,-71.79661,1517.8
4.8,42.27382,-71.79661,1517.2
5,42.27383,-71.7966,1516.4
5.2,42.27384,-71.79659,1515.6
5.4,42.27385,-71.79659,1514.9
5.6,42.27385,-71.79658,1514.1
5.8,42.27386,-71.79657,1513.4
6,42.27387,-71.79657,1512.7
6.2,42.27387,-71.79656,1511.9
6.4,42.27388,-71.79656,1511.3
6.6,42.27389,-71.79655,1510.6
6.8,42.2739,-71.79654,1509.8
7,42.27391,-71.79654,1509.1
7.2,42.27391,-71.79653,1508.3
7.4,42.27392,-71.79652,1507.6
7.6,42.27393,-71.79652,1506.9
7.8,42.27393,-71.79651,1506.1
8,42.27394,-71.7965,1505.5
8.2,42.27395,-71.7965,1504.8
8.4,42.27396,-71.79649,1504
8.6,42.27396,-71.79648,1503.2
8.8,42.27397,-71.79647,1502.5
9,42.27398,-71.79647,1501.8
9.2,42.27398,-71.79646,1501.1
9.4,42.27399,-71.79645,1500.3
9.6,42.274,-71.79645,1499.5
9.8,42.274,-71.79644,1498.8
10,42.27401,-71.79643,1498.1
10.2,42.27402,-71.79642,1497.3
10.4,42.27402,-71.79642,1496.6
10.6,42.27403,-71.79641,1495.9
10.8,42.27404,-71.7964,1495.2
11,42.27404,-71.79639,1494.4
11.2,42.27405,-71.79639,1493.7
11.4,42.27405,-71.79638,1492.9
11.6,42.27406,-71.79637,1492.2
11.8,42.27407,-71.79636,1491.5
12,42.27407,-71.79636,1490.7
12.2,42.27408,-71.79635,1490.1
12.4,42.27409,-71.79634,1489.4
12.6,42.27409,-71.79633,1488.6
12.8,42.2741,-71.79633,1487.9
13,42.27411,-71.79632,1487.1
13.2,42.27411,-71.79631,1486.5
13.4,42.27412,-71.7963,1485.7
13.6,42.27412,-71.7963,1485
13.8,42.27413,-71.79629,1484.4
