0,-1.5605,-7618.8,99.551
0.1,4.76,-7621.7,41.98
0.2,9.8537,-7618.7,27.733
0.3,8.8596,-7616.2,19.183
0.4,11.522,-7619.7,15.499
0.5,14.648,-7621.2,12.786
0.6,17.247,-7618,12.404
0.7,16.558,-7616,7.981
0.8,18.033,-7617,9.7097
0.9,16.917,-7617.9,8.6374
1,14.923,-7617.5,6.7091
1.1,18.284,-7619.8,7.9486
1.2,18.864,-7616.6,7.7044
1.3,25.423,-7615.7,7.6824
1.4,24.646,-7613.2,8.3126
1.5,23.499,-7612,7.7354
1.6,25.996,-7613,8.4578
1.7,22.895,-7615.4,9.5425
1.8,21.23,-7616.4,8.5805
1.9,25.771,-7611.2,7.8274
2,21.393,-7611.3,7.3022
2.1,21.293,-7609.5,9.9093
2.2,25.449,-7616.2,7.7375
2.3,22.243,-7606.5,9.2147
2.4,21.01,-7606.6,9.0621
2.5,21.909,-7607,8.9186
2.6,22.476,-7607.1,8.6636
2.7,20.38,-7603.3,7.7315
2.8,22.362,-7603.6,9.0929
2.9,26.254,-7605.6,8.2296
3,31.244,-7602.6,8.3821
3.1,23.054,-7604.6,8.3446
3.2,26.672,-7603.3,7.9355
3.3,30.269,-7595.5,7.2052
3.4,24.929,-7604.8,7.9834
3.5,23.88,-7602.1,9.6437
3.6,25.686,-7589.6,10.414
3.7,25.713,-7596.4,8.3747
3.8,22.652,-7594.7,9.0523
3.9,25.488,-7591,8.8561
4,23.392,-7600,6.7716
4.1,21.9,-7588.1,8.6162
4.2,25.566,-7589.3,7.5178
4.3,27.924,-7594.8,6.8392
4.4,27.035,-7591.6,7.7305
4.5,25.261,-7588.7,10.114
4.6,27.376,-7591.7,8.5249
4.7,28.516,-7590.2,7.3604
4.8,24.865,-7589,9.1518
4.9,24.313,-7587,8.928
5,27.439,-7587.7,8.1272
5.1,25.285,-7583.1,8.9962
5.2,30.922,-7583.8,8.1525
5.3,21.434,-7579.1,7.1621
5.4,20.846,-7584.7,7.1785
5.5,22.142,-7578.6,8.2997
5.6,25.75,-7579.1,7.4781
5.7,25.163,-7577.9,7.9126
5.8,24.626,-7579.3,8.4903
5.9,28.151,-7578.4,8.5825
6,24.888,-7581.3,6.8725
6.1,26.896,-7573,8.7515
6.2,30.232,-7576.2,8.3453
6.3,28.826,-7573.6,9.0825
6.4,23.89,-7571.7,9.2935
6.5,32.013,-7573.9,7.121
6.6,28.271,-7571.8,9.0722
6.7,26.051,-7572.7,8.5946
6.8,22.162,-7567.1,9.7378
6.9,30.466,-7572.5,8.6249
7,25.023,-7565,7.6978
7.1,25.017,-7564.9,6.3908
7.2,25.448,-7562.8,7.419
7.3,26.038,-7565.5,7.231
7.4,31.999,-7561.2,8.5946
7.5,29.419,-7564.8,7.094
7.6,25.121,-7564.3,7.0423
7.7,30.13,-7564.3,8.5834
7.8,24.307,-7560.8,10.347
7.9,22.162,-7562.5,7.5733
8,23.996,-7560.6,6.8438
8.1,23.542,-7560.4,6.1189
8.2,24.989,-7559.4,7.5522
8.3,25.157,-7564.3,8.9777
8.4,27.842,-7557.8,8.2622
8.5,23.248,-7561.4,8.456
8.6,28.364,-7554.4,9.1117
8.7,24.444,-7552.3,9.8978
8.8,26.899,-7555.8,6.5068
8.9,30.88,-7550.8,8.0047
9,25.771,-7550.7,7.7063
9.1,26.868,-7551.1,7.7581
9.2,23.282,-7545.1,5.865
9.3,26.06,-7547.2,7.1332
9.4,22.998,-7548.7,9.6404
9.5,24.849,-7545.7,9.1259
9.6,23.241,-7545,8.5293
9.7,25.635,-7541.1,9.1506
9.8,22.721,-7549.4,7.0637
9.9,27.935,-7542.2,8.2795
10,26.156,-7543,8.0625
10.1,21.516,-7545.4,9.1848
10.2,19.486,-7546.9,9.9176
10.3,20.85,-7543.7,7.563
10.4,22.563,-7540.5,9.5231
10.5,25.331,-7538.1,8.4946
10.6,26.514,-7536.5,9.7177
10.7,21.734,-7538.6,9.424
10.8,19.986,-7537.5,7.5057
10.9,23.869,-7534,10.353
11,20.237,-7532.6,6.9983
11.1,24.645,-7530.7,8.6517
11.2,21.895,-7539.1,10.018
11.3,26.698,-7536.2,6.931
11.4,23.447,-7530.9,8.1019
11.5,25.564,-7527.8,8.0495
11.6,22.47,-7532.8,8.5974
11.7,30.569,-7530.1,9.0215
11.8,25.622,-7529.8,8.1543
11.9,24.534,-7527.7,8.878
12,21.385,-7528.1,10.615
12.1,26.385,-7523.6,9.9942
12.2,22.081,-7529.7,10.17
12.3,21.861,-7518.1,8.9859
12.4,23.242,-7527.4,7.7481
12.5,23.369,-7519.5,8.8083
12.6,23.498,-7518.2,9.1154
12.7,30.346,-7521.3,9.4695
12.8,27.309,-7519.4,9.1931
12.9,29.433,-7520.5,7.8341
13,17.327,-7515.9,7.1448
13.1,24.535,-7516.5,7.0766
13.2,24.915,-7515.9,7.8913
13.3,24.396,-7513.2,8.9473
13.4,30.31,-7515.1,9.9894
13.5,23.812,-7510.4,8.3479
13.6,22.934,-7513.3,9.3662
13.7,26.318,-7510.3,7.2174
13.8,21.629,-7511.3,9.7802
13.9,30.246,-7509.1,8.5173
14,28.394,-7509.3,9.6815
14.1,32.356,-7507.2,9.0737
14.2,27.027,-7509.4,7.7889
14.3,25.978,-7503.7,7.4595
14.4,29.08,-7507.5,6.1242
14.5,25.77,-7504.5,8.3175
14.6,25.306,-7508.2,8.2844
14.7,22.533,-7499.8,8.0406
14.8,23.042,-7500.5,9.3529
14.9,25.253,-7503.1,8.4284
15,27.35,-7504,9.1315
15.1,28.3,-7501.7,9.2045
15.2,23.4,-7498.6,8.7148
15.3,23.947,-7497.6,7.5575
15.4,22.712,-7496,9.0158
15.5,21.619,-7498.8,8.0138
15.6,26.242,-7496.2,6.987
15.7,24.469,-7496,9.4084
15.8,29.372,-7496.5,10.878
15.9,24.071,-7491.3,7.6319
16,27.986,-7491.9,8.4471
16.1,23.829,-7493.1,9.665
16.2,26.719,-7492.5,6.3031
16.3,29.056,-7490.5,6.5126
16.4,24.808,-7491.7,8.1915
16.5,26.018,-7491.4,9.4869
16.6,17.465,-7488.1,11.827
16.7,23.95,-7488.2,11.652
16.8,25.964,-7487.1,9.4552
16.9,25.695,-7484,9.0785
17,30.351,-7479.2,7.8637
17.1,26.386,-7486.1,6.6523
17.2,25.359,-7477.2,8.3363
17.3,26.931,-7481.6,8.6126
17.4,21.486,-7483.2,8.5331
17.5,23.961,-7478.3,10.093
17.6,26.854,-7478.3,8.5485
17.7,24.666,-7480.2,10.04
17.8,18.183,-7477.4,9.2083
17.9,27.534,-7481.2,9.246
18,21.259,-7483.8,7.033
18.1,21.576,-7474.3,9.2318
18.2,26.641,-7477.6,9.0941
18.3,24.635,-7471.6,7.7375
18.4,23.026,-7470.9,8.8187
18.5,20.626,-7468.8,8.8898
18.6,23.498,-7469.1,8.9878
18.7,18.803,-7467.9,9.1597
18.8,26.429,-7470.2,9.6074
18.9,25.138,-7461.8,8.5188
19,21.447,-7466.8,8.9815
19.1,24.772,-7465.6,8.4496
19.2,34.176,-7462,9.4249
19.3,26.034,-7468.2,7.8415
19.4,26.56,-7455.2,9.4913
19.5,30.195,-7467.1,7.2224
19.6,26.523,-7458.3,9.3215
19.7,25.394,-7457.7,8.298
19.8,25.582,-7462.9,8.7446
19.9,26.322,-7466,8.0934
20,28.577,-7461.9,8.3094
20.1,26.267,-7457.9,8.7535
20.2,28.881,-7456.1,9.3061
20.3,25.036,-7455.7,9.3247
20.4,27.846,-7457.2,8.7921
20.5,23.805,-7455.2,9.6952
20.6,27.924,-7448.8,8.8153
20.7,21.839,-7452,9.6613
20.8,24.001,-7453.1,10.338
20.9,23.846,-7451.5,7.2611
21,30.776,-7447.9,7.3109
21.1,22.326,-7450.9,9.6869
21.2,21.644,-7446.6,8.2847
21.3,26.164,-7450.6,8.9122
21.4,21.741,-7449.5,9.9991
21.5,22.214,-7448.9,7.7951
